Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Gross Sales,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,AOV,Total Commission,Total Promotion Fees | (for historical reference only),Total Promotion Sales | (for historical reference only),Total Ad Fees | (for historical reference only),Total Ad Sales | (for historical reference only),Currency
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1566.21,83,83,18.87,198.95,31.16,92.64,0.00,0.00,USD
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (18170-NO WOODBURY),946241,5579,18170,1163.52,55,54,21.15,146.73,22.17,67.21,3.00,21.96,USD
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (18576-WINSLOW),946252,5579,18576,1518.66,73,71,20.80,209.62,21.57,70.99,0.00,0.00,USD
Day of 2024-07-20,2024-07-20,2024-07-20,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1270.67,55,55,23.10,158.33,7.19,34.25,0.00,0.00,USD
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,521.59,25,25,20.86,63.09,0.00,0.00,0.00,0.00,USD
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (2401-TURNERSVILLE),946258,5579,2401,742.91,31,31,23.96,96.68,7.79,20.16,0.00,0.00,USD
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (4592-OCEAN CITY),659406,5579,4592,1015.42,41,41,24.77,127.81,14.98,153.63,0.00,0.00,USD
Day of 2024-07-20,2024-07-20,2024-07-20,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1662.01,73,73,22.77,217.20,7.19,39.55,0.00,0.00,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (12008-CROSS KEYS),946236,5579,12008,755.27,34,33,22.21,97.05,7.79,88.99,0.00,0.00,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1979.29,99,99,19.99,254.78,7.79,23.95,0.00,0.00,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (18170-NO WOODBURY),946241,5579,18170,1513.64,66,66,22.93,196.03,7.79,23.38,6.00,33.54,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (18576-WINSLOW),946252,5579,18576,1307.91,69,69,18.96,179.83,28.76,96.22,0.00,0.00,USD
Day of 2024-07-19,2024-07-19,2024-07-19,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1056.89,53,53,19.94,130.50,7.79,38.98,3.00,25.77,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,502.20,21,21,23.91,61.14,7.79,26.48,0.00,0.00,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (2401-TURNERSVILLE),946258,5579,2401,618.17,25,25,24.73,82.83,0.00,0.00,0.00,0.00,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (4592-OCEAN CITY),659406,5579,4592,912.86,36,36,25.36,114.61,7.19,39.37,3.00,20.27,USD
Day of 2024-07-19,2024-07-19,2024-07-19,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1768.18,85,85,20.80,233.77,7.19,32.77,12.00,84.53,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (12008-CROSS KEYS),946236,5579,12008,455.89,28,28,16.28,60.38,0.00,0.00,0.00,0.00,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1595.80,86,86,18.56,207.32,7.19,16.76,0.00,0.00,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (18170-NO WOODBURY),946241,5579,18170,1401.04,67,67,20.91,175.94,0.00,0.00,6.00,32.49,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (18576-WINSLOW),946252,5579,18576,1215.13,61,61,19.92,172.97,0.00,0.00,3.00,19.79,USD
Day of 2024-07-18,2024-07-18,2024-07-18,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1280.04,53,53,24.15,160.62,7.19,16.37,0.00,0.00,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,443.33,18,18,24.63,55.40,0.00,0.00,0.00,0.00,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (2401-TURNERSVILLE),946258,5579,2401,369.27,20,20,18.46,48.28,0.00,0.00,0.00,0.00,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (4592-OCEAN CITY),659406,5579,4592,618.17,26,26,23.78,79.03,7.19,21.76,0.00,0.00,USD
Day of 2024-07-18,2024-07-18,2024-07-18,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1468.07,74,73,19.84,191.21,14.38,54.33,6.00,41.49,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (12008-CROSS KEYS),946236,5579,12008,703.14,35,35,20.09,94.71,0.00,0.00,0.00,0.00,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1432.45,71,71,20.18,184.68,7.19,25.96,0.00,0.00,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (18170-NO WOODBURY),946241,5579,18170,982.23,49,49,20.05,125.20,7.79,20.78,3.00,33.96,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (18576-WINSLOW),946252,5579,18576,1228.48,62,62,19.81,173.02,7.19,21.98,0.00,0.00,USD
Day of 2024-07-17,2024-07-17,2024-07-17,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1294.00,53,53,24.42,164.10,0.00,0.00,3.00,7.18,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,439.76,20,20,21.99,54.11,7.19,92.18,0.00,0.00,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (2401-TURNERSVILLE),946258,5579,2401,646.90,32,32,20.22,84.36,7.19,39.74,0.00,0.00,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (4592-OCEAN CITY),659406,5579,4592,679.16,27,27,25.15,88.46,0.00,0.00,0.00,0.00,USD
Day of 2024-07-17,2024-07-17,2024-07-17,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1539.31,72,72,21.38,205.79,0.00,0.00,3.00,18.69,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (12008-CROSS KEYS),946236,5579,12008,712.67,32,32,22.27,92.83,14.38,56.64,6.00,60.35,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1377.11,76,75,18.12,178.41,0.00,0.00,6.00,18.96,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (18170-NO WOODBURY),946241,5579,18170,910.28,47,47,19.37,117.37,7.19,24.27,3.00,18.88,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (18576-WINSLOW),946252,5579,18576,1450.39,77,74,18.84,202.04,14.98,45.69,3.00,8.18,USD
Day of 2024-07-16,2024-07-16,2024-07-16,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1571.74,70,70,22.45,198.53,28.76,92.45,3.00,15.17,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,260.94,9,9,28.99,33.32,0.00,0.00,0.00,0.00,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (2401-TURNERSVILLE),946258,5579,2401,420.30,21,21,20.01,55.74,0.00,0.00,3.00,27.36,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (4592-OCEAN CITY),659406,5579,4592,571.08,21,21,27.19,75.45,0.00,0.00,0.00,0.00,USD
Day of 2024-07-16,2024-07-16,2024-07-16,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1266.12,73,72,17.34,163.36,7.19,17.88,3.00,11.69,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (12008-CROSS KEYS),946236,5579,12008,182.37,12,12,15.20,24.71,0.00,0.00,0.00,0.00,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1474.99,72,72,20.49,187.49,7.79,60.15,6.00,91.25,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (18170-NO WOODBURY),946241,5579,18170,1191.82,58,58,20.55,146.05,7.79,26.56,9.00,101.83,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (18576-WINSLOW),946252,5579,18576,809.32,44,44,18.39,110.34,21.57,94.50,0.00,0.00,USD
Day of 2024-07-15,2024-07-15,2024-07-15,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1194.41,62,62,19.26,150.09,0.00,0.00,3.00,15.93,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,246.92,12,12,20.58,28.22,7.79,24.27,0.00,0.00,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (2401-TURNERSVILLE),946258,5579,2401,398.13,19,19,20.95,49.16,0.00,0.00,3.00,7.37,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (4592-OCEAN CITY),659406,5579,4592,599.33,26,26,23.05,76.76,7.19,18.27,3.00,18.27,USD
Day of 2024-07-15,2024-07-15,2024-07-15,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1096.05,54,54,20.30,141.83,7.19,35.48,0.00,0.00,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (12008-CROSS KEYS),946236,5579,12008,824.63,37,37,22.29,108.27,0.00,0.00,0.00,0.00,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2023.30,94,94,21.52,265.32,0.00,0.00,3.00,36.86,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (18170-NO WOODBURY),946241,5579,18170,1311.20,61,61,21.50,167.90,21.57,80.95,0.00,0.00,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (18576-WINSLOW),946252,5579,18576,1387.81,69,69,20.11,199.69,7.19,15.56,0.00,0.00,USD
Day of 2024-07-14,2024-07-14,2024-07-14,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1077.46,52,52,20.72,136.81,0.00,0.00,0.00,0.00,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,506.43,21,21,24.12,61.15,0.00,0.00,3.00,28.56,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (2401-TURNERSVILLE),946258,5579,2401,625.33,24,24,26.06,77.23,22.17,84.19,0.00,0.00,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (4592-OCEAN CITY),659406,5579,4592,772.35,33,33,23.40,98.57,7.19,19.32,0.00,0.00,USD
Day of 2024-07-14,2024-07-14,2024-07-14,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1840.78,79,79,23.30,243.92,14.38,52.52,0.00,0.00,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (12008-CROSS KEYS),946236,5579,12008,391.42,21,21,18.64,52.02,0.00,0.00,3.00,26.67,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1480.75,73,73,20.28,185.57,37.15,126.01,6.00,27.57,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (18170-NO WOODBURY),946241,5579,18170,1085.29,55,55,19.73,138.31,7.19,31.05,0.00,0.00,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (18576-WINSLOW),946252,5579,18576,1420.62,80,80,17.76,198.59,7.19,28.05,6.00,30.07,USD
Day of 2024-07-13,2024-07-13,2024-07-13,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1101.73,52,52,21.19,135.48,7.19,21.16,0.00,0.00,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,485.19,22,22,22.05,57.18,21.57,93.57,0.00,0.00,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (2401-TURNERSVILLE),946258,5579,2401,555.20,25,25,22.21,70.98,0.00,0.00,3.00,31.77,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (4592-OCEAN CITY),659406,5579,4592,861.24,36,36,23.92,107.58,0.00,0.00,0.00,0.00,USD
Day of 2024-07-13,2024-07-13,2024-07-13,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1589.80,68,68,23.38,208.29,29.36,142.12,3.00,24.14,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (12008-CROSS KEYS),946236,5579,12008,500.29,26,26,19.24,64.88,7.19,30.54,3.00,30.54,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1833.21,91,90,20.15,239.00,14.98,49.22,0.00,0.00,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (18170-NO WOODBURY),946241,5579,18170,1402.89,71,71,19.76,174.37,7.79,22.87,0.00,0.00,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (18576-WINSLOW),946252,5579,18576,1615.91,75,72,21.55,231.20,7.19,44.64,0.00,0.00,USD
Day of 2024-07-12,2024-07-12,2024-07-12,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,238.69,15,15,15.91,28.07,0.00,0.00,0.00,0.00,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,1202.37,50,49,24.05,152.18,14.38,63.83,0.00,0.00,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (2401-TURNERSVILLE),946258,5579,2401,569.67,27,26,21.10,72.66,7.19,28.86,0.00,0.00,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (4592-OCEAN CITY),659406,5579,4592,578.73,28,28,20.67,73.47,7.19,36.51,0.00,0.00,USD
Day of 2024-07-12,2024-07-12,2024-07-12,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,2109.23,88,88,23.97,279.83,22.17,78.31,3.00,34.78,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (12008-CROSS KEYS),946236,5579,12008,583.18,29,29,20.11,77.94,0.00,0.00,0.00,0.00,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1657.07,84,84,19.73,212.06,7.19,23.87,6.00,57.63,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (18170-NO WOODBURY),946241,5579,18170,1056.24,48,48,22.01,140.52,0.00,0.00,0.00,0.00,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (18576-WINSLOW),946252,5579,18576,1107.26,58,58,19.09,155.97,7.19,23.08,3.00,14.38,USD
Day of 2024-07-11,2024-07-11,2024-07-11,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1180.07,52,52,22.69,147.83,14.98,39.35,0.00,0.00,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,305.18,13,13,23.48,38.05,0.00,0.00,0.00,0.00,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (2401-TURNERSVILLE),946258,5579,2401,371.45,19,19,19.55,46.57,0.00,0.00,6.00,29.56,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (4592-OCEAN CITY),659406,5579,4592,785.84,33,33,23.81,101.92,7.19,18.88,0.00,0.00,USD
Day of 2024-07-11,2024-07-11,2024-07-11,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1173.04,62,62,18.92,150.16,14.38,45.04,0.00,0.00,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (12008-CROSS KEYS),946236,5579,12008,442.79,22,22,20.13,55.41,14.98,54.89,0.00,0.00,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1258.59,62,61,20.30,159.05,14.98,47.87,3.00,28.55,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (18170-NO WOODBURY),946241,5579,18170,1129.75,53,53,21.32,143.20,30.56,124.30,3.00,28.35,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (18576-WINSLOW),946252,5579,18576,1141.60,63,61,18.12,158.95,14.38,73.43,3.00,12.39,USD
Day of 2024-07-10,2024-07-10,2024-07-10,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1136.93,54,54,21.05,139.75,7.19,22.96,0.00,0.00,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,318.96,15,15,21.26,41.19,0.00,0.00,0.00,0.00,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (2401-TURNERSVILLE),946258,5579,2401,469.55,20,20,23.48,62.14,14.98,45.08,0.00,0.00,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (4592-OCEAN CITY),659406,5579,4592,581.78,27,27,21.55,74.75,0.00,0.00,0.00,0.00,USD
Day of 2024-07-10,2024-07-10,2024-07-10,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1499.37,66,66,22.72,194.01,14.98,99.68,0.00,0.00,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (12008-CROSS KEYS),946236,5579,12008,411.60,19,19,21.66,55.15,0.00,0.00,0.00,0.00,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1260.61,65,65,19.39,160.34,0.00,0.00,3.00,26.68,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (18170-NO WOODBURY),946241,5579,18170,934.33,47,46,19.88,116.65,7.19,19.02,3.00,24.97,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (18576-WINSLOW),946252,5579,18576,944.47,49,48,19.27,129.34,22.17,86.19,3.00,15.08,USD
Day of 2024-07-09,2024-07-09,2024-07-09,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1209.32,56,56,21.60,154.21,0.00,0.00,3.00,19.27,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,281.25,13,13,21.63,36.10,7.79,24.47,3.00,35.03,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (2401-TURNERSVILLE),946258,5579,2401,427.22,20,20,21.36,54.19,0.00,0.00,0.00,0.00,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (4592-OCEAN CITY),659406,5579,4592,601.91,28,28,21.50,73.61,7.19,64.62,0.00,0.00,USD
Day of 2024-07-09,2024-07-09,2024-07-09,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1243.85,54,54,23.03,165.34,0.00,0.00,0.00,0.00,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (12008-CROSS KEYS),946236,5579,12008,562.51,28,28,20.09,68.33,44.34,161.92,0.00,0.00,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1297.21,63,63,20.59,151.90,112.64,432.85,0.00,0.00,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (18170-NO WOODBURY),946241,5579,18170,1034.22,44,44,23.51,117.03,111.55,413.92,0.00,0.00,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (18576-WINSLOW),946252,5579,18576,1060.65,57,56,18.61,132.73,123.42,437.20,9.00,55.84,USD
Day of 2024-07-08,2024-07-08,2024-07-08,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1053.18,47,47,22.41,120.86,104.95,465.84,0.00,0.00,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,469.44,19,19,24.71,53.49,41.33,207.35,0.00,0.00,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (2401-TURNERSVILLE),946258,5579,2401,345.55,18,18,19.20,37.39,41.57,160.50,0.00,0.00,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (4592-OCEAN CITY),659406,5579,4592,551.58,26,26,21.21,64.23,50.16,231.82,3.00,17.38,USD
Day of 2024-07-08,2024-07-08,2024-07-08,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1300.05,56,55,23.22,153.38,139.60,541.92,3.00,15.59,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (12008-CROSS KEYS),946236,5579,12008,966.94,39,39,24.79,113.23,84.35,405.69,0.00,0.00,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1836.00,78,78,23.54,219.97,144.02,631.04,9.00,77.38,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (18170-NO WOODBURY),946241,5579,18170,1284.39,54,54,23.79,153.23,125.22,636.82,3.00,12.10,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (18576-WINSLOW),946252,5579,18576,1862.39,80,80,23.28,238.01,196.61,907.52,0.00,0.00,USD
Day of 2024-07-07,2024-07-07,2024-07-07,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1251.67,62,62,20.19,146.62,83.50,324.32,0.00,0.00,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,509.99,25,25,20.40,56.53,49.72,196.14,0.00,0.00,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (2401-TURNERSVILLE),946258,5579,2401,602.78,27,27,22.33,70.57,54.99,224.56,3.00,21.09,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (4592-OCEAN CITY),659406,5579,4592,861.23,35,35,24.61,100.32,75.98,359.98,0.00,0.00,USD
Day of 2024-07-07,2024-07-07,2024-07-07,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1544.50,68,68,22.71,185.41,123.29,515.94,0.00,0.00,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (12008-CROSS KEYS),946236,5579,12008,833.42,34,34,24.51,98.96,79.68,374.85,0.00,0.00,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1675.64,75,75,22.34,201.01,149.41,648.18,9.00,69.85,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (18170-NO WOODBURY),946241,5579,18170,1433.24,68,67,21.08,169.21,109.87,469.24,3.00,16.17,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (18576-WINSLOW),946252,5579,18576,1605.79,73,73,22.00,205.93,139.83,636.79,6.00,25.75,USD
Day of 2024-07-06,2024-07-06,2024-07-06,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,959.80,52,52,18.46,114.46,63.15,256.03,0.00,0.00,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,606.10,26,26,23.31,70.83,63.15,284.47,3.00,65.03,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (2401-TURNERSVILLE),946258,5579,2401,508.41,21,21,24.21,54.70,80.52,306.76,0.00,0.00,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (4592-OCEAN CITY),659406,5579,4592,1383.67,50,47,27.67,167.23,93.27,401.91,0.00,0.00,USD
Day of 2024-07-06,2024-07-06,2024-07-06,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1435.09,66,65,21.74,170.00,142.59,641.89,0.00,0.00,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (12008-CROSS KEYS),946236,5579,12008,699.16,27,27,25.89,78.86,87.11,373.39,6.00,35.85,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1540.27,81,81,19.02,178.06,169.19,637.80,0.00,0.00,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (18170-NO WOODBURY),946241,5579,18170,1638.36,68,67,24.09,198.13,121.86,554.73,0.00,0.00,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (18576-WINSLOW),946252,5579,18576,1401.58,67,67,20.92,185.07,103.64,450.18,6.00,26.03,USD
Day of 2024-07-05,2024-07-05,2024-07-05,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1386.62,62,62,22.36,158.28,159.60,679.17,0.00,0.00,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,512.15,23,23,22.27,60.56,12.21,76.91,0.00,0.00,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (2401-TURNERSVILLE),946258,5579,2401,600.92,26,26,23.11,69.66,57.15,225.20,3.00,15.15,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (4592-OCEAN CITY),659406,5579,4592,1428.49,58,58,24.63,168.24,97.00,486.14,0.00,0.00,USD
Day of 2024-07-05,2024-07-05,2024-07-05,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,2011.24,86,86,23.39,238.12,192.57,819.65,6.00,38.45,USD
Day of 2024-07-04,2024-07-04,2024-07-04,McDonald's (12008-CROSS KEYS),946236,5579,12008,502.53,23,23,21.85,61.40,47.57,186.44,0.00,0.00,USD
Day of 2024-07-04,2024-07-04,2024-07-04,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2120.63,93,93,22.80,246.98,225.74,995.87,0.00,0.00,USD
Day of 2024-07-04,2024-07-04,2024-07-04,McDonald's (18170-NO WOODBURY),946241,5579,18170,1379.56,60,60,22.99,161.88,100.29,430.35,0.00,0.00,USD
Day of 2024-07-04,2024-07-04,2024-07-04,McDonald's (18576-WINSLOW),946252,5579,18576,2126.81,102,102,20.85,282.04,180.68,730.87,0.00,0.00,USD
Day of 2024-07-04,2024-07-04,2024-07-04,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1461.33,59,59,24.77,163.96,156.95,721.46,3.00,16.75,USD
Day of 2024-07-04,2024-07-04,2024-07-04,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,621.23,27,27,23.01,71.16,45.53,185.08,0.00,0.00,USD
Day of 2024-07-04,2024-07-04,2024-07-04,McDonald's (2401-TURNERSVILLE),946258,5579,2401,345.01,13,13,26.54,38.70,45.53,237.16,0.00,0.00,USD
Day of 2024-07-04,2024-07-04,2024-07-04,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1327.35,59,59,22.50,165.85,82.91,319.82,0.00,0.00,USD
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (12008-CROSS KEYS),946236,5579,12008,747.60,34,34,21.99,88.24,80.88,335.19,0.00,0.00,USD
Day of 2024-07-03,2024-07-03,2024-07-03,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1732.37,80,80,21.65,203.84,198.78,817.89,0.00,0.00,USD
