Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Gross Sales,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,AOV,Total Commission,Total Promotion Fees | (for historical reference only),Total Promotion Sales | (for historical reference only),Total Ad Fees | (for historical reference only),Total Ad Sales | (for historical reference only),Currency
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (12008-CROSS KEYS),946236,5579,12008,545.57,28,28,19.48,66.19,43.14,186.15,0.00,0.00,USD
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1892.52,89,89,21.26,222.37,220.92,839.56,9.00,56.22,USD
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (18170-NO WOODBURY),946241,5579,18170,1581.00,76,75,20.80,186.82,107.85,401.80,0.00,0.00,USD
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (18576-WINSLOW),946252,5579,18576,1805.34,84,84,21.49,226.64,176.29,661.77,0.00,0.00,USD
Day of 2024-08-23,2024-08-23,2024-08-23,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1337.40,62,62,21.57,160.00,86.28,305.73,0.00,0.00,USD
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,270.22,13,13,20.79,30.42,43.14,188.69,0.00,0.00,USD
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (2401-TURNERSVILLE),946258,5579,2401,560.83,22,22,25.49,68.29,50.33,167.48,0.00,0.00,USD
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (4592-OCEAN CITY),659406,5579,4592,453.37,21,21,21.59,57.01,14.38,62.53,0.00,0.00,USD
Day of 2024-08-23,2024-08-23,2024-08-23,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1744.46,80,80,21.81,209.69,115.04,440.03,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (12008-CROSS KEYS),946236,5579,12008,725.56,37,37,19.61,95.92,0.00,0.00,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1875.04,91,90,20.60,236.26,88.44,407.47,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (18170-NO WOODBURY),946241,5579,18170,1030.67,51,51,20.21,133.84,22.17,71.61,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (18576-WINSLOW),946252,5579,18576,1298.63,67,67,19.38,178.65,42.96,189.62,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,971.51,50,50,19.43,121.99,7.19,23.78,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,433.40,19,19,22.81,52.19,7.19,21.48,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (2401-TURNERSVILLE),946258,5579,2401,732.37,32,32,22.89,95.56,0.00,0.00,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (4592-OCEAN CITY),659406,5579,4592,395.35,19,19,20.81,49.62,7.19,43.59,0.00,0.00,USD
Day of 2024-08-22,2024-08-22,2024-08-22,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1482.80,70,69,21.18,194.21,22.17,92.16,3.00,40.74,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (12008-CROSS KEYS),946236,5579,12008,552.74,29,29,19.06,70.56,7.19,33.39,0.00,0.00,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1486.03,72,72,20.64,187.90,78.64,354.09,0.00,0.00,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (18170-NO WOODBURY),946241,5579,18170,803.46,41,41,19.60,107.12,7.19,17.08,0.00,0.00,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (18576-WINSLOW),946252,5579,18576,815.71,49,49,16.65,112.45,13.19,53.92,0.00,0.00,USD
Day of 2024-08-21,2024-08-21,2024-08-21,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,921.54,45,45,20.48,120.73,0.00,0.00,0.00,0.00,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,568.36,24,24,23.68,69.33,15.58,48.99,0.00,0.00,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (2401-TURNERSVILLE),946258,5579,2401,484.01,22,22,22.00,62.56,0.00,0.00,6.00,55.14,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (4592-OCEAN CITY),659406,5579,4592,276.44,14,14,19.75,37.40,0.00,0.00,0.00,0.00,USD
Day of 2024-08-21,2024-08-21,2024-08-21,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1336.23,62,62,21.55,171.57,22.17,86.74,3.00,25.76,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (12008-CROSS KEYS),946236,5579,12008,412.71,22,22,18.76,53.32,7.19,25.77,0.00,0.00,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1164.41,57,57,20.43,147.59,42.65,185.54,6.00,39.56,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (18170-NO WOODBURY),946241,5579,18170,830.13,46,46,18.05,104.87,0.00,0.00,3.00,32.47,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (18576-WINSLOW),946252,5579,18576,1114.24,55,55,20.26,148.04,40.17,156.39,0.00,0.00,USD
Day of 2024-08-20,2024-08-20,2024-08-20,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,610.76,33,32,18.51,79.77,0.00,0.00,0.00,0.00,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,427.33,17,16,25.14,55.46,5.99,33.16,0.00,0.00,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (2401-TURNERSVILLE),946258,5579,2401,401.52,18,18,22.31,50.71,7.79,23.56,0.00,0.00,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (4592-OCEAN CITY),659406,5579,4592,660.23,24,24,27.51,84.11,0.00,0.00,0.00,0.00,USD
Day of 2024-08-20,2024-08-20,2024-08-20,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1186.19,60,59,19.77,160.23,0.00,0.00,3.00,10.17,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (12008-CROSS KEYS),946236,5579,12008,478.63,26,26,18.41,55.22,36.55,117.39,0.00,0.00,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1434.97,74,74,19.39,165.62,170.92,647.80,15.00,78.30,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (18170-NO WOODBURY),946241,5579,18170,796.07,38,38,20.95,93.61,71.90,275.62,0.00,0.00,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (18576-WINSLOW),946252,5579,18576,1128.85,58,58,19.46,145.55,103.80,377.84,3.00,16.78,USD
Day of 2024-08-19,2024-08-19,2024-08-19,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1007.04,50,50,20.14,117.46,71.90,305.63,0.00,0.00,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,481.34,22,22,21.88,57.18,28.76,121.98,0.00,0.00,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (2401-TURNERSVILLE),946258,5579,2401,512.22,28,28,18.29,61.66,28.76,87.11,0.00,0.00,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (4592-OCEAN CITY),659406,5579,4592,635.79,28,28,22.71,79.69,35.95,140.86,0.00,0.00,USD
Day of 2024-08-19,2024-08-19,2024-08-19,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1311.14,60,60,21.85,161.54,100.66,377.15,0.00,0.00,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (12008-CROSS KEYS),946236,5579,12008,602.38,30,30,20.08,74.02,28.76,90.23,0.00,0.00,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2334.77,105,105,22.24,281.22,212.13,819.27,3.00,67.45,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (18170-NO WOODBURY),946241,5579,18170,1488.46,61,61,24.40,181.04,72.50,262.45,0.00,0.00,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (18576-WINSLOW),946252,5579,18576,1631.40,69,68,23.64,210.36,123.85,449.65,3.00,37.04,USD
Day of 2024-08-18,2024-08-18,2024-08-18,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1300.59,62,62,20.98,153.20,86.28,300.61,0.00,0.00,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,615.68,29,28,21.23,69.82,50.33,230.22,3.00,40.11,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (2401-TURNERSVILLE),946258,5579,2401,559.51,25,25,22.38,67.89,50.33,180.77,0.00,0.00,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (4592-OCEAN CITY),659406,5579,4592,568.28,22,22,25.83,70.78,21.57,83.87,0.00,0.00,USD
Day of 2024-08-18,2024-08-18,2024-08-18,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1623.40,72,72,22.55,199.61,122.23,507.96,0.00,0.00,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (12008-CROSS KEYS),946236,5579,12008,667.76,29,29,23.03,80.75,64.71,255.32,0.00,0.00,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1758.68,86,86,20.45,205.31,184.04,706.30,0.00,0.00,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (18170-NO WOODBURY),946241,5579,18170,1428.33,65,65,21.97,169.17,100.66,397.61,0.00,0.00,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (18576-WINSLOW),946252,5579,18576,1573.61,80,79,19.67,205.77,113.02,461.44,6.00,31.70,USD
Day of 2024-08-17,2024-08-17,2024-08-17,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1424.19,62,62,22.97,159.32,129.42,621.36,6.00,43.38,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,269.26,17,17,15.84,30.61,21.57,73.13,0.00,0.00,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (2401-TURNERSVILLE),946258,5579,2401,690.83,32,32,21.59,81.29,43.74,154.15,0.00,0.00,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (4592-OCEAN CITY),659406,5579,4592,456.98,22,22,20.77,54.95,21.57,79.81,0.00,0.00,USD
Day of 2024-08-17,2024-08-17,2024-08-17,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1749.41,81,81,21.60,214.20,86.28,308.87,0.00,0.00,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (12008-CROSS KEYS),946236,5579,12008,786.96,36,36,21.86,101.22,28.76,152.08,3.00,18.48,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,2238.30,108,108,20.73,266.43,203.38,794.23,0.00,0.00,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (18170-NO WOODBURY),946241,5579,18170,1133.87,49,49,23.14,133.39,93.47,370.88,0.00,0.00,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (18576-WINSLOW),946252,5579,18576,1348.31,66,66,20.43,176.16,81.52,407.48,0.00,0.00,USD
Day of 2024-08-16,2024-08-16,2024-08-16,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1448.24,65,64,22.28,171.54,93.47,372.11,3.00,33.77,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,426.07,19,19,22.42,49.54,28.76,109.23,0.00,0.00,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (2401-TURNERSVILLE),946258,5579,2401,580.70,28,28,20.74,68.34,50.93,170.87,0.00,0.00,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (4592-OCEAN CITY),659406,5579,4592,1012.97,35,35,28.94,124.33,43.14,157.30,0.00,0.00,USD
Day of 2024-08-16,2024-08-16,2024-08-16,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1793.59,85,85,21.10,226.49,50.33,198.78,0.00,0.00,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (12008-CROSS KEYS),946236,5579,12008,636.03,33,33,19.27,83.90,7.19,39.22,0.00,0.00,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1308.07,69,68,18.96,164.84,23.37,81.48,3.00,22.51,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (18170-NO WOODBURY),946241,5579,18170,1017.61,51,51,19.95,129.74,14.98,48.14,3.00,16.78,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (18576-WINSLOW),946252,5579,18576,1473.05,73,73,20.18,197.62,57.57,323.49,0.00,0.00,USD
Day of 2024-08-15,2024-08-15,2024-08-15,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1438.98,68,67,21.16,182.62,7.19,20.47,0.00,0.00,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,389.72,21,19,18.56,47.37,0.00,0.00,3.00,33.57,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (2401-TURNERSVILLE),946258,5579,2401,547.35,27,27,20.27,72.19,0.00,0.00,0.00,0.00,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (4592-OCEAN CITY),659406,5579,4592,672.37,26,26,25.86,88.11,0.00,0.00,0.00,0.00,USD
Day of 2024-08-15,2024-08-15,2024-08-15,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1493.87,69,69,21.65,199.72,0.00,0.00,3.00,33.56,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (12008-CROSS KEYS),946236,5579,12008,898.46,39,39,23.04,113.57,29.96,131.45,9.00,79.06,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1744.37,89,89,19.60,225.50,14.98,56.91,15.00,106.56,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (18170-NO WOODBURY),946241,5579,18170,1006.59,43,43,23.41,132.65,14.38,55.61,9.00,72.92,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (18576-WINSLOW),946252,5579,18576,1141.56,53,53,21.54,156.11,38.98,154.72,3.00,43.17,USD
Day of 2024-08-14,2024-08-14,2024-08-14,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1218.06,58,58,21.00,147.48,22.77,97.60,3.00,49.14,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,528.38,24,24,22.02,64.69,7.19,22.78,0.00,0.00,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (2401-TURNERSVILLE),946258,5579,2401,480.37,24,24,20.02,60.79,7.79,27.96,0.00,0.00,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (4592-OCEAN CITY),659406,5579,4592,489.30,20,20,24.47,63.99,0.00,0.00,0.00,0.00,USD
Day of 2024-08-14,2024-08-14,2024-08-14,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1229.03,60,60,20.48,165.12,0.00,0.00,3.00,16.78,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (12008-CROSS KEYS),946236,5579,12008,543.76,25,25,21.75,69.04,0.00,0.00,3.00,16.19,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1433.39,76,75,18.86,185.36,15.58,43.13,3.00,12.57,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (18170-NO WOODBURY),946241,5579,18170,1007.48,48,48,20.99,128.94,14.98,46.05,0.00,0.00,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (18576-WINSLOW),946252,5579,18576,1039.87,57,57,18.24,135.44,54.79,218.00,0.00,0.00,USD
Day of 2024-08-13,2024-08-13,2024-08-13,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1139.14,48,48,23.73,142.94,0.00,0.00,6.00,63.68,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,411.65,22,22,18.71,48.57,20.97,105.83,6.00,50.83,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (2401-TURNERSVILLE),946258,5579,2401,451.40,17,17,26.55,55.82,14.98,59.54,0.00,0.00,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (4592-OCEAN CITY),659406,5579,4592,459.43,18,18,25.52,58.28,7.19,17.27,0.00,0.00,USD
Day of 2024-08-13,2024-08-13,2024-08-13,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1461.40,64,64,22.83,194.97,0.00,0.00,0.00,0.00,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (12008-CROSS KEYS),946236,5579,12008,442.32,22,22,20.11,57.34,7.19,22.15,6.00,51.22,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1089.92,55,55,19.82,141.78,7.19,45.46,3.00,11.69,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (18170-NO WOODBURY),946241,5579,18170,973.94,42,42,23.19,126.61,7.19,35.14,3.00,17.89,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (18576-WINSLOW),946252,5579,18576,1046.15,50,50,20.92,143.84,33.52,159.74,3.00,17.95,USD
Day of 2024-08-12,2024-08-12,2024-08-12,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,948.47,51,51,18.60,121.74,0.00,0.00,3.00,11.99,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,357.94,18,17,19.89,43.00,19.17,83.75,3.00,8.58,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (2401-TURNERSVILLE),946258,5579,2401,443.16,18,18,24.62,59.56,0.00,0.00,0.00,0.00,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (4592-OCEAN CITY),659406,5579,4592,437.68,22,22,19.89,55.92,0.00,0.00,0.00,0.00,USD
Day of 2024-08-12,2024-08-12,2024-08-12,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1113.82,55,54,20.25,144.72,0.00,0.00,0.00,0.00,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (12008-CROSS KEYS),946236,5579,12008,548.55,29,29,18.92,72.60,0.00,0.00,3.00,16.36,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1732.34,81,81,21.39,223.94,7.79,24.81,0.00,0.00,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (18170-NO WOODBURY),946241,5579,18170,863.85,42,42,20.57,110.20,14.98,64.94,3.00,23.26,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (18576-WINSLOW),946252,5579,18576,1544.73,72,72,21.45,211.10,50.42,261.57,0.00,0.00,USD
Day of 2024-08-11,2024-08-11,2024-08-11,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1166.28,56,56,20.83,151.33,0.00,0.00,0.00,0.00,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,370.52,16,16,23.16,45.28,0.00,0.00,0.00,0.00,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (2401-TURNERSVILLE),946258,5579,2401,493.38,22,22,22.43,63.84,7.79,25.07,3.00,11.29,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (4592-OCEAN CITY),659406,5579,4592,554.54,23,23,24.11,71.99,7.19,27.65,0.00,0.00,USD
Day of 2024-08-11,2024-08-11,2024-08-11,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1157.28,56,56,20.67,151.47,7.19,20.88,0.00,0.00,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (12008-CROSS KEYS),946236,5579,12008,710.67,34,34,20.90,90.50,7.19,26.07,3.00,32.45,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1852.03,91,90,20.35,241.43,7.79,19.37,0.00,0.00,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (18170-NO WOODBURY),946241,5579,18170,1001.51,49,49,20.44,128.05,7.19,23.78,6.00,32.62,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (18576-WINSLOW),946252,5579,18576,1652.58,78,78,21.19,230.78,32.97,146.87,6.00,55.29,USD
Day of 2024-08-10,2024-08-10,2024-08-10,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1242.02,59,59,21.05,152.57,7.19,23.67,0.00,0.00,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,312.53,13,13,24.04,36.86,11.69,60.20,0.00,0.00,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (2401-TURNERSVILLE),946258,5579,2401,458.68,17,17,26.98,60.09,0.00,0.00,0.00,0.00,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (4592-OCEAN CITY),659406,5579,4592,641.36,28,28,22.91,77.41,14.98,38.94,0.00,0.00,USD
Day of 2024-08-10,2024-08-10,2024-08-10,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1534.98,77,76,19.93,203.41,0.00,0.00,12.00,58.08,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (12008-CROSS KEYS),946236,5579,12008,629.58,27,27,23.32,82.43,0.00,0.00,3.00,39.35,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1780.53,84,84,21.20,228.42,22.17,82.31,6.00,39.44,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (18170-NO WOODBURY),946241,5579,18170,1312.25,62,61,21.17,169.63,0.00,0.00,3.00,25.71,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (18576-WINSLOW),946252,5579,18576,1860.50,83,82,22.42,254.15,54.77,261.79,6.00,30.34,USD
Day of 2024-08-09,2024-08-09,2024-08-09,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,998.01,53,52,18.83,128.56,7.19,22.98,3.00,51.53,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,739.13,32,31,23.10,92.55,5.16,20.85,3.00,30.87,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (2401-TURNERSVILLE),946258,5579,2401,440.74,21,21,20.99,53.13,14.38,54.21,9.00,57.33,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (4592-OCEAN CITY),659406,5579,4592,1081.35,43,43,25.15,136.84,0.00,0.00,0.00,0.00,USD
Day of 2024-08-09,2024-08-09,2024-08-09,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1638.57,73,73,22.45,214.86,14.98,53.30,3.00,11.98,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (12008-CROSS KEYS),946236,5579,12008,716.16,37,37,19.36,97.21,0.00,0.00,0.00,0.00,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1302.07,71,71,18.34,167.23,22.17,85.31,0.00,0.00,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (18170-NO WOODBURY),946241,5579,18170,1140.82,54,54,21.13,143.96,0.00,0.00,0.00,0.00,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (18576-WINSLOW),946252,5579,18576,1502.92,72,72,20.87,205.07,30.29,144.84,0.00,0.00,USD
Day of 2024-08-08,2024-08-08,2024-08-08,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1362.49,60,60,22.71,172.34,0.00,0.00,0.00,0.00,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,579.28,24,24,24.14,72.75,0.00,0.00,6.00,45.84,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (2401-TURNERSVILLE),946258,5579,2401,564.10,26,26,21.70,74.11,0.00,0.00,0.00,0.00,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (4592-OCEAN CITY),659406,5579,4592,763.44,36,35,21.21,91.47,22.77,89.33,0.00,0.00,USD
Day of 2024-08-08,2024-08-08,2024-08-08,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1316.31,57,57,23.09,170.92,7.19,49.94,3.00,23.78,USD
Day of 2024-08-07,2024-08-07,2024-08-07,McDonald's (12008-CROSS KEYS),946236,5579,12008,645.12,34,34,18.97,82.44,0.00,0.00,0.00,0.00,USD
Day of 2024-08-07,2024-08-07,2024-08-07,McDonald's (1447-LINDNWLD-W HORSE),657157,5579,1447,1195.78,61,61,19.60,152.71,7.19,17.37,3.00,16.48,USD
Day of 2024-08-07,2024-08-07,2024-08-07,McDonald's (18170-NO WOODBURY),946241,5579,18170,1063.33,47,47,22.62,136.46,0.00,0.00,0.00,0.00,USD
Day of 2024-08-07,2024-08-07,2024-08-07,McDonald's (18576-WINSLOW),946252,5579,18576,1223.11,58,58,21.09,170.49,18.44,71.48,3.00,13.37,USD
Day of 2024-08-07,2024-08-07,2024-08-07,"McDonald's (21452 - RT 545, BROWNS MILLS)",1544237,5579,21452,1112.78,52,52,21.40,133.59,14.38,64.04,3.00,14.79,USD
Day of 2024-08-07,2024-08-07,2024-08-07,McDonald's (22137 - WRIGHTSTOWN),1544219,5579,22137,520.30,23,23,22.62,61.42,14.38,59.34,0.00,0.00,USD
Day of 2024-08-07,2024-08-07,2024-08-07,McDonald's (2401-TURNERSVILLE),946258,5579,2401,454.30,27,27,16.83,56.78,0.00,0.00,3.00,15.98,USD
Day of 2024-08-07,2024-08-07,2024-08-07,McDonald's (4884-WILLIAMSTOWN),946269,5579,4884,1132.77,55,55,20.60,141.90,28.76,110.90,3.00,7.29,USD
Day of 2024-08-06,2024-08-06,2024-08-06,McDonald's (12008-CROSS KEYS),946236,5579,12008,484.79,22,22,22.04,63.96,0.00,0.00,0.00,0.00,USD
